# Segments csv adapted from original eval_segments provided by audioset
# num_ytids=Dunno, num_segs=Dunno, num_unique_labels=Dunno, num_positive_labels=Dunno
# YTID, start_seconds, end_seconds, positive_labels
-02sZMlMYIk, 350.000, 360.000, "/m/06mb1,/m/09x0r"
0GZTtQG4ijI, 110.000, 120.000, "/m/06mb1"
UopjTUN2mxo, 30.000, 40.000, "/m/014zdl"
Clulbz54Wds, 380.000, 390.000, "/m/02_41"
AOj767S4nWQ, 11.000, 21.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
ELBrNPNni8E, 30.000, 40.000, "/m/02_41,/m/09x0r"
TThANiPTo6s, 0.000, 10.000, "/m/019jd,/m/02rlv9,/m/05kq4,/m/07yv9,/m/09x0r"
Fx9R3Hr17u4, 280.000, 290.000, "/m/032s66,/m/09x0r"
5HEd5hti7ZE, 490.000, 500.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6KROrnvX2mw, 300.000, 310.000, "/m/032s66,/m/073cg4"
9zkVHxGsS5M, 90.000, 100.000, "/m/032s66,/m/04zjc,/m/0_1c"
yjncrn5Ppnc, 100.000, 110.000, "/m/02_41,/m/03m9d0z"
WEurs0IDYok, 40.000, 50.000, "/m/06mb1"
_LjSFqE_ouo, 0.000, 10.000, "/m/019jd,/m/05kq4"
faRz2w4qSiQ, 120.000, 130.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
0Ve6AGwuqnY, 340.000, 350.000, "/m/02_41"
6h6NiYJMhXs, 470.000, 480.000, "/m/032s66"
0F0GHjg1v-k, 30.000, 40.000, "/m/05kq4"
CV4v8vKzbIc, 0.000, 6.000, "/m/014zdl,/m/09x0r"
NOu4WVlNfTQ, 370.000, 380.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
DvAfQN080cI, 10.000, 20.000, "/m/034srq,/m/05kq4"
06ZsqTqN-no, 7.000, 17.000, "/m/014zdl,/m/07qsvvw"
V9rwKjvAMOE, 20.000, 30.000, "/m/032s66"
WFqm48C2BPk, 60.000, 70.000, "/m/019jd,/m/034srq,/m/05kq4,/m/07yv9,/m/0hsrw"
C6Ql8aVszsE, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
vkTU7niTaBc, 90.000, 100.000, "/m/06mb1,/m/0ngt1"
-x5fDrtsR-M, 380.000, 390.000, "/m/03m9d0z,/t/dd00092"
IfzG8Azq1EQ, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
W_iv_oxB0Oc, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/09x0r"
Hf_bSpWfSL8, 30.000, 40.000, "/m/034srq,/m/05kq4,/m/09x0r"
IbDgD0McRTA, 9.000, 19.000, "/m/014zdl,/m/09x0r"
KhR3iFs-2VI, 200.000, 210.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
Ua79x1ye6ks, 550.000, 560.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
tISof3ijhZc, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
4LaG54RsNf8, 10.000, 20.000, "/m/06mb1,/t/dd00038"
LTcyPshUUqI, 27.000, 37.000, "/m/014zdl,/m/04rlf,/m/07qsvvw"
uUcw1P_0Jus, 240.000, 250.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
PgUv_YvZcbo, 100.000, 110.000, "/m/032s66,/m/04rlf,/m/09x0r"
1O8Wb8Ro1t0, 7.000, 17.000, "/m/014zdl"
EEhyZMlVxI8, 19.000, 29.000, "/m/06mb1"
3Iq_zXT36LI, 520.000, 530.000, "/m/02_41,/m/09x0r,/t/dd00129"
EKMJ0t9_osc, 30.000, 40.000, "/m/03m9d0z"
0GGJcgRiixU, 30.000, 40.000, "/m/04rlf,/m/05kq4,/t/dd00004"
BqpePa4zHhc, 30.000, 40.000, "/m/03m9d0z,/m/09x0r"
4zmhqmRSKBQ, 3.000, 13.000, "/m/03m9d0z,/t/dd00092"
6TSFDzGd3tE, 70.000, 80.000, "/m/0jb2l,/m/0ngt1"
HJEzjG-Ih68, 30.000, 40.000, "/m/032s66,/m/04zjc"
DaqD3qiytjc, 30.000, 40.000, "/m/02_41,/m/09x0r"
HeWFUIAsy0Q, 17.000, 27.000, "/m/032s66,/m/04zjc"
F0BLYV-5bW4, 430.000, 440.000, "/m/06mb1"
O_kxjfU50lc, 130.000, 140.000, "/m/034srq,/m/05kq4"
Cq4JAujzxEU, 30.000, 40.000, "/m/03m9d0z,/m/05kq4,/m/07rdhzs,/t/dd00092"
QKKTA1sNNf4, 130.000, 140.000, "/m/032s66"
HmLGwh36rsw, 30.000, 40.000, "/m/06mb1,/t/dd00038"
HeS6w7oo_aM, 30.000, 40.000, "/m/06mb1"
BzP-h6e_isU, 0.000, 10.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
-jfgImes0Wc, 0.000, 10.000, "/m/06mb1,/t/dd00038"
NQci83ir3IU, 0.000, 8.000, "/m/019jd,/m/02rlv9,/m/05kq4,/m/07yv9,/m/09x0r"
eehoyRn8CTw, 30.000, 40.000, "/m/014zdl,/m/09x0r"
FnTLC9YCPeo, 130.000, 140.000, "/m/032s66,/m/073cg4"
_Ex2Cy0--Ug, 0.000, 10.000, "/m/04rlf,/m/05kq4,/m/0fd3y"
UQaZqbnIhy0, 0.000, 7.000, "/m/014zdl,/m/09x0r"
BxIXSyAWPAI, 220.000, 230.000, "/m/02_41,/m/07r04,/m/07yv9,/m/09x0r,/t/dd00128"
DQNZnaVbMfU, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
Aa5sP7wsmAA, 30.000, 40.000, "/m/06mb1,/m/09x0r,/m/0jb2l"
PDm8C--rrO8, 9.000, 19.000, "/m/014zdl,/m/09x0r"
yZh3LBZHSO0, 100.000, 110.000, "/m/02_41,/m/09x0r"
BsHzFEvNXww, 30.000, 40.000, "/m/034srq,/m/05kq4"
Cs5vQOQxEPw, 3.000, 13.000, "/m/03m9d0z,/m/05kq4,/t/dd00092"
8G127jNqS9s, 30.000, 40.000, "/m/03m9d0z,/m/05kq4,/t/dd00092"
55J1oe5ZCgM, 10.000, 20.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
EXJzGSymm5A, 20.000, 30.000, "/m/014zdl,/m/09x0r"
JModzwEWqMQ, 130.000, 140.000, "/m/032s66,/m/04zjc"
9CoRUz1O-qQ, 23.000, 33.000, "/m/06mb1"
32IXUxlD1XA, 80.000, 90.000, "/m/03m9d0z,/t/dd00092"
A-3DOm1y6cc, 20.000, 30.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
lzQ8wH_oKsY, 100.000, 110.000, "/m/02_41"
0lexy5SSnT4, 110.000, 120.000, "/m/03m9d0z,/m/09x0r"
7lwxLcvX3cU, 160.000, 170.000, "/m/03m9d0z,/t/dd00092"
PPQbFO3lG5A, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
BQ5_882rP_E, 50.000, 60.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
YleoJsczfSk, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
0TumqT-_n9k, 21.000, 31.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
Q5ffZSGdWTg, 160.000, 170.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
10XJ787bm2Q, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
IomRBYYewYQ, 30.000, 40.000, "/m/06mb1,/t/dd00038"
VS7PTZCe-V8, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
8Kp3Ro8umqM, 190.000, 200.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
UQ3sxImOcjw, 20.000, 30.000, "/m/032s66"
0X_5VTDrVgE, 100.000, 110.000, "/m/03m9d0z,/t/dd00092"
vhEElAYSAdc, 16.000, 26.000, "/m/02_41,/m/09x0r,/t/dd00129"
-TO838ZIrV4, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
KcpAPYnEW-Y, 60.000, 70.000, "/m/032s66,/m/073cg4"
RTxdd7kXyoA, 30.000, 40.000, "/m/032s66,/m/04rlf"
1AAPrleul7w, 370.000, 380.000, "/m/03m9d0z,/t/dd00092"
0Gc0LBXmIJg, 30.000, 40.000, "/m/014zdl,/m/09x0r"
D6v4GdljwTk, 50.000, 60.000, "/m/03m9d0z,/m/09t49,/m/09x0r"
BfaXXUFKjRM, 30.000, 40.000, "/m/015p6,/m/03m9d0z,/m/0h0rv,/t/dd00128"
CvTRy15wDfw, 190.000, 200.000, "/m/05kq4,/m/07yv9,/m/0hsrw"
736sQyNeUpc, 180.000, 190.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
7KbCNLC74ao, 140.000, 150.000, "/m/019jd,/m/02_41,/m/07yv9"
527WEF1q8GY, 160.000, 170.000, "/m/032s66"
cbQp76BoA04, 3.000, 13.000, "/m/014zdl,/m/09x0r"
DGufDP_hf10, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
QL-GkJ0BP0w, 90.000, 100.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
p1-4WICXPgs, 80.000, 90.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
FcvtlqRzuIc, 420.000, 430.000, "/m/014zdl"
Y-kWF_KHZqA, 50.000, 60.000, "/m/02_41"
JOJiHE7H4_c, 50.000, 60.000, "/m/06mb1,/m/09x0r"
Ma_eZjSmpFA, 15.000, 25.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
4jH1lpKUOJs, 20.000, 30.000, "/m/032s66"
1sF6_lZVmHE, 8.000, 18.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
JWcfc_CgkVA, 30.000, 40.000, "/m/014zdl,/m/09x0r"
Do609s2sQ4U, 60.000, 70.000, "/m/032s66"
MopUWeYQyMo, 0.000, 10.000, "/m/012f08,/m/06mb1,/m/07yv9,/m/09x0r"
M5LjPUzCuKA, 180.000, 190.000, "/m/032s66"
NTFWcJJm0ZU, 90.000, 100.000, "/m/032s66"
AdUvMpDVrx4, 10.000, 20.000, "/m/03m9d0z"
6OdYW0G1UCw, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
9rTG1KKD3Wc, 10.000, 20.000, "/m/032s66"
TCWeHcMtdAI, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
SJZYlhi_N3A, 390.000, 400.000, "/m/032s66,/m/09x0r"
whwag0c00vM, 410.000, 420.000, "/m/02_41,/m/09x0r"
_ELDHoKA7xo, 3.000, 13.000, "/m/014zdl,/m/09x0r"
EkBUAZR_CRg, 20.000, 30.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
9Q2uctLc39c, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6LXjQlpQdwA, 440.000, 450.000, "/m/06mb1"
rYT7ovqp_TU, 20.000, 30.000, "/m/0jb2l,/m/0jbk,/m/0ngt1,/t/dd00129"
AfjqpODKeLw, 30.000, 40.000, "/m/014zdl,/m/09x0r"
0T4CRDYrwpk, 90.000, 100.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
E-fGwPvx2Pw, 0.000, 10.000, "/m/014zdl,/m/09x0r"
PkCgeY3zOe4, 90.000, 100.000, "/m/06mb1,/m/09x0r"
ANBnHEYzdyc, 130.000, 140.000, "/m/032s66"
DuLE8RJK86g, 15.000, 25.000, "/m/03m9d0z,/t/dd00092"
hD7Lh3Rvac0, 320.000, 330.000, "/m/014zdl"
3_yRF1oZXh0, 0.000, 10.000, "/m/03m9d0z,/t/dd00092"
0irDRK0J2NI, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
B_DZGoWjcvY, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
QjIxRMWM5do, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
8KHwmwVBKgQ, 30.000, 40.000, "/m/02_41,/m/09x0r,/t/dd00129"
Cna5HL8RwjM, 2.000, 12.000, "/m/03m9d0z"
_3qCI-zzfiY, 140.000, 150.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
CI3GxxIyX00, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
A3wPlUnrEAM, 30.000, 40.000, "/m/014zdl,/m/09x0r"
Gx_AmL9JuAE, 30.000, 40.000, "/m/04rlf,/m/06mb1,/m/09x0r,/m/0cj0r,/t/dd00128"
SfWViKXVa2c, 140.000, 150.000, "/m/032s66,/m/04rlf,/m/09x0r"
-giS-_vGFck, 120.000, 130.000, "/m/032s66"
cM93xfzcbro, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
1mIiqLQ0lTI, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
JPeZmP0-Idw, 140.000, 150.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
PUR4g83fsqc, 130.000, 140.000, "/m/06mb1,/t/dd00128"
4bZYw3nuS5E, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
ZDin0aYAkTU, 20.000, 30.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
WnIGsXSbHDw, 380.000, 390.000, "/m/02_41"
UEUpSo3WVmY, 30.000, 40.000, "/m/06mb1,/t/dd00038"
0pg0Vi-AxHw, 8.000, 18.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
GhW2PlpTg_g, 460.000, 470.000, "/m/02_41,/m/03m9d0z"
IaPypzyucq8, 100.000, 110.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
1BSOODa1_58, 480.000, 490.000, "/m/032s66,/m/04zjc"
4pBV-VNQkgA, 6.000, 16.000, "/m/03m9d0z,/t/dd00092"
hCXFlDtzWDM, 6.000, 16.000, "/m/014zdl,/m/09x0r"
rXdoQ1eeGgo, 180.000, 190.000, "/m/02_41,/m/04rlf,/m/09x0r"
FfcwOUpq_j0, 470.000, 480.000, "/m/032s66"
-AAoQGFqftw, 120.000, 130.000, "/m/032s66,/m/073cg4"
3Lcxs4pPY9I, 1.000, 11.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
bk7xhaPRzrg, 30.000, 40.000, "/m/014zdl"
ARwXqKFG3FA, 30.000, 40.000, "/m/032s66,/m/04rlf,/m/09x0r"
fH_RL07Dzo0, 550.000, 560.000, "/m/02_41,/m/07yv9"
N6nW9vscUnw, 240.000, 250.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
B0S9Dvs3ebg, 320.000, 330.000, "/m/06mb1,/m/07yv9,/m/0838f,/m/09x0r"
8TVcia7x5pA, 13.000, 23.000, "/m/06mb1"
KWTCJUgcqoM, 0.000, 10.000, "/m/014zdl,/m/09x0r"
MHzp59m-3ek, 550.000, 560.000, "/m/04rlf,/m/05kq4"
VV-e5vCfu5A, 30.000, 40.000, "/m/032s66,/m/09x0r"
FyHfj3dwD70, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/05kq4,/m/07yv9"
KpJoFCqfT7o, 0.000, 7.000, "/m/014zdl"
2fnuMS8Y4pM, 160.000, 170.000, "/m/03m9d0z,/t/dd00092"
Vm9ypAnRAsM, 330.000, 340.000, "/m/034srq,/m/04rlf,/m/05kq4,/m/09x0r"
Ehi52sUT9Rs, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
8bV3ZYMmI94, 160.000, 170.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
DPp3JfrzxKs, 1.000, 11.000, "/m/03m9d0z,/t/dd00092"
LwA8EszxaQQ, 0.000, 10.000, "/m/032s66"
MTr4hsQUN7Q, 100.000, 110.000, "/m/02_41,/m/03m9d0z"
17au9ZFbE6M, 0.000, 10.000, "/m/04rlf,/m/05kq4,/m/09x0r"
IiN62xfq-vE, 0.000, 10.000, "/m/06mb1"
DmfwH6q4nSA, 90.000, 100.000, "/m/032s66,/m/0_1c"
NJ4TsDP2o_4, 0.000, 10.000, "/m/014zdl,/m/07qsvvw"
uMqhqXpx67s, 20.000, 30.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
J9hb_jBQn_I, 480.000, 490.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
bfJlzjH7xVA, 80.000, 90.000, "/m/0ngt1"
igTuP3BK3N8, 480.000, 490.000, "/m/02_41,/m/09x0r"
GOws4qxLjQs, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/09x0r"
949NP5fUjB0, 290.000, 300.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
uxhcCdvuFTw, 30.000, 40.000, "/m/0ngt1"
OfFrIaNWNzY, 10.000, 20.000, "/m/05kq4,/m/07yv9,/m/09x0r"
JkjSQl8lBW0, 150.000, 160.000, "/m/05kq4,/m/09x0r"
7IF7rFA5hwo, 17.000, 27.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
-hcdEz54leA, 70.000, 80.000, "/m/032s66"
_FwFktuzdEE, 50.000, 60.000, "/m/05kq4"
BRKLY4R7yMM, 30.000, 40.000, "/m/06mb1,/t/dd00038"
5o1fAxT6xPM, 180.000, 190.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
Ndy9Q8hvTjU, 40.000, 50.000, "/m/032s66,/m/04rlf,/m/09x0r"
XCaizu20okw, 370.000, 380.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
9T6D68jjbbg, 21.000, 31.000, "/m/019jd,/m/05kq4,/m/07yv9"
dYOlh1HlEVU, 6.000, 16.000, "/m/014zdl,/m/09x0r"
9TyOGOFIQ6c, 220.000, 230.000, "/m/032s66"
KBpZR5kxdxI, 30.000, 40.000, "/m/014zdl,/m/07pxg6y"
AXRpS1FaBjk, 30.000, 40.000, "/m/06mb1,/t/dd00038"
AiBgUM0vTSY, 170.000, 180.000, "/m/032s66,/m/04zjc"
1zoYJVhzDGc, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
1d-Xhq3FIks, 30.000, 40.000, "/m/06mb1,/t/dd00038"
Omj55yTGij0, 150.000, 160.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
TczryRCiFAY, 28.000, 38.000, "/m/014zdl,/m/09x0r"
9qHAbiqvEf4, 30.000, 40.000, "/m/034srq,/m/05kq4"
dxDZ5PurYzM, 190.000, 200.000, "/m/02_41"
9FJfIaI9qGI, 30.000, 40.000, "/m/032s66,/m/0_1c"
eAf6fGQqVbk, 40.000, 50.000, "/m/0ngt1"
LJQsgJ1otOg, 70.000, 80.000, "/m/032s66"
RbsjzgbCpc0, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
1prtAk9zSYM, 80.000, 90.000, "/m/032s66,/m/04rlf,/m/0glt670"
-NgfDMhDYE0, 10.000, 20.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
EOpKH_RBspg, 30.000, 40.000, "/m/032s66"
QWd3cD6bqRg, 30.000, 40.000, "/m/014zdl,/m/09x0r"
CNUcCTn9zNw, 170.000, 180.000, "/m/06mb1,/t/dd00038"
K3KD4ekUw9c, 130.000, 140.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
3Fd2XN4dKMw, 0.000, 8.000, "/m/014zdl,/m/07qsvvw"
1sXaIDCrktk, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
E3AX4v3Xr1s, 240.000, 250.000, "/m/06mb1,/m/09x0r"
gd6E9ObWJAQ, 20.000, 30.000, "/m/02_41"
FcjesR2ZQMU, 290.000, 300.000, "/m/019jd,/m/05kq4,/m/06q74,/m/07yv9,/m/09x0r,/t/dd00129"
YvgWOl0sRqY, 50.000, 60.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
Bhr4lMi-F8U, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/m/09x0r"
0TxZyvH6VUY, 10.000, 20.000, "/m/014zdl,/m/07qsvvw"
Dx7q7vzVFGE, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
VVQNgSRrdbQ, 2.000, 12.000, "/m/014zdl,/m/04rlf,/m/09x0r"
6S_XHF3rQwM, 70.000, 80.000, "/m/03m9d0z,/m/07yv9,/m/09x0r"
TuoDLLkFwBQ, 180.000, 190.000, "/m/02_41,/m/09x0r"
CYbTTx6lbNw, 420.000, 430.000, "/m/03m9d0z,/m/07yv9,/m/09x0r,/t/dd00128"
AP3dZ8F2QDg, 240.000, 250.000, "/m/03m9d0z,/t/dd00092"
0JMqWdQZ--I, 0.000, 10.000, "/m/03m9d0z,/m/07yv9,/m/09x0r"
JVnwuXycE9k, 30.000, 40.000, "/m/06mb1"
H4Wj0dqZ1dw, 30.000, 40.000, "/m/014zdl,/m/07qsvvw"
F6e5EjsvBAA, 30.000, 40.000, "/m/032s66"
_zK_zLiU0Rk, 40.000, 50.000, "/m/034srq,/m/05kq4,/m/0cj0r"
GUWT3nKxv5c, 0.000, 7.000, "/m/032s66,/m/0_1c"
8w8SM8wavPQ, 280.000, 290.000, "/m/034srq,/m/05kq4"
EFOl58piOzw, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
Nh6c44Rt8nk, 560.000, 570.000, "/m/032s66,/m/073cg4"
TvyPFDirtZo, 40.000, 50.000, "/m/032s66"
qxXZCDEcU94, 180.000, 190.000, "/m/0ngt1"
RkF5M3j4qq0, 60.000, 70.000, "/m/014zdl"
PPbp1ARS-nU, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
A82zTrM-bP8, 170.000, 180.000, "/m/032s66"
4YOStZP42mM, 130.000, 140.000, "/m/02l6bg,/m/03m9d0z,/m/07yv9"
Dp_CXhKioSc, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
A0i8HZghZZQ, 0.000, 10.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
Rprxg7vNSmM, 0.000, 10.000, "/m/014zdl,/m/04rlf,/t/dd00129"
cMzERBmtlrs, 10.000, 20.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
8pbpzdwlM90, 27.000, 37.000, "/m/032s66,/m/04zjc"
O79mkiOFYtY, 0.000, 10.000, "/m/014zdl,/m/07yv9,/m/09x0r,/m/0k4j"
RwXfinzEIqc, 320.000, 330.000, "/m/032s66,/m/0_1c"
d4_nux1RgHk, 440.000, 450.000, "/m/02_41,/m/09x0r"
J6tPXlDTwFc, 250.000, 260.000, "/m/014zdl"
a48QDHSE8gI, 30.000, 40.000, "/m/014zdl,/m/09x0r"
Pf9Gz4QvIwc, 30.000, 40.000, "/m/014zdl,/m/09x0r"
29YZilm0hWs, 0.000, 10.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
JIyXFTbmAhk, 30.000, 40.000, "/m/014zdl,/m/07qsvvw"
rB-S2TuSdQM, 410.000, 420.000, "/m/02_41"
SRvcmazK5PY, 30.000, 40.000, "/m/032s66"
9EN4XZBcUlo, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
8SosHWPLX4Y, 150.000, 160.000, "/m/05kq4,/m/09x0r,/t/dd00129"
WI-maJWW-Es, 60.000, 70.000, "/m/02_41,/m/09x0r"
DcTYziJ_e-A, 180.000, 190.000, "/m/032s66,/m/04zjc"
FyRMTU6mkmw, 370.000, 380.000, "/m/032s66"
AVU3-gt3tcY, 40.000, 50.000, "/m/06mb1,/m/07yv9,/m/0k4j"
EvONkDObszE, 180.000, 190.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
KdtbN8PFjDU, 100.000, 110.000, "/m/015p6,/m/032s66,/m/09x0r"
3HgyiaMcIdM, 30.000, 40.000, "/m/034srq,/m/05kq4"
-7WmP4nuGDw, 50.000, 60.000, "/m/032s66,/m/04zjc"
ODtX5Qgd1Gk, 1.000, 11.000, "/m/034srq,/m/05kq4"
F2SA6tq_0Lk, 40.000, 50.000, "/m/014zdl,/m/07qqyl4"
7cod3IRt5iY, 140.000, 150.000, "/m/032s66"
J95UnDc_Y2g, 30.000, 40.000, "/m/014zdl"
FclpK0B4SI8, 7.000, 17.000, "/m/014zdl"
V24ING8tHWY, 40.000, 50.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
UZxqi5VdbnQ, 23.000, 33.000, "/m/014zdl,/m/04rlf,/m/07qsvvw"
iAPileVYHvE, 80.000, 90.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
6zC67jUGjRA, 7.000, 17.000, "/m/014zdl,/m/07pws3f,/m/09x0r"
8QAt14cziic, 30.000, 40.000, "/m/032s66,/m/0_1c"
LuCR_2lyIz8, 390.000, 400.000, "/m/02_41"
hUKoVdTrUWs, 6.000, 16.000, "/m/014zdl"
9X1R6UWYSbs, 30.000, 40.000, "/m/032s66,/m/0_1c"
AGfXTDfKQ0U, 60.000, 70.000, "/m/03m9d0z,/m/068hy,/m/09t49,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00129"
04wkD2fwIYM, 200.000, 210.000, "/m/02_41,/m/04zjc,/m/09x0r"
UubCKJr4NSI, 10.000, 20.000, "/m/06mb1"
nYUZrZEVOVY, 0.000, 5.000, "/m/0ngt1"
ITNQzeXoYrE, 510.000, 520.000, "/m/06mb1,/t/dd00038"
7-j2ykUyBmQ, 110.000, 120.000, "/m/032s66,/m/04zjc"
kPol3_55d7w, 120.000, 130.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
MMsrBb7W-dk, 20.000, 30.000, "/m/06mb1,/m/07yv9"
10Mn1GYmmjA, 50.000, 60.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
CJpRJD7oAks, 410.000, 420.000, "/m/06mb1,/t/dd00128"
2FOjJPHLdrw, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
S1GCVm0_Z5E, 20.000, 30.000, "/m/032s66,/m/04zjc"
RwG3wDo_41o, 70.000, 80.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
NZTWyxG-rkQ, 30.000, 40.000, "/m/06mb1"
JMWEEc8O7SQ, 5.000, 15.000, "/m/032s66"
5wr-wTLIQAA, 560.000, 570.000, "/m/03m9d0z"
MkRTLP2_wgQ, 60.000, 70.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
S9fLkLe4JlM, 40.000, 50.000, "/m/05kq4"
1VLTg8uFj5Y, 270.000, 280.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
eZyoKehr7Rw, 30.000, 40.000, "/m/014zdl"
Cc_u3Ta7Yow, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/t/dd00092"
AihWWuKwk3I, 10.000, 20.000, "/m/034srq,/m/05kq4"
