# Segments csv adapted from original unbalanced_train_segments provided by audioset
# num_ytids=15975, num_segs=15970, num_unique_labels=7, num_positive_labels=Dunno
# YTID, start_seconds, end_seconds, positive_labels
E35wFEkyS_4, 540.000, 550.000, "/m/032s66,/m/04zjc"
E36zWUiQTSY, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z"
E3ACE4Pgc8U, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
E3AX4v3Xr1s, 240.000, 250.000, "/m/06mb1,/m/09x0r"
E3cnP0JWb94, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
E3fcWBWRKiA, 60.000, 70.000, "/m/06mb1,/t/dd00038"
E3jWB84We-s, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
E4CexD_SYCQ, 30.000, 40.000, "/m/014zdl,/m/04rlf"
E4ZU7kkiSpA, 40.000, 50.000, "/m/032s66,/m/04rlf"
E4ZVaUmbYdk, 50.000, 60.000, "/m/03m9d0z"
E4n9tItSNps, 10.000, 20.000, "/m/03m9d0z,/m/05kq4,/t/dd00092"
E4zzddUHKlo, 30.000, 40.000, "/m/014zdl,/m/07qsvvw"
E5pgpiLkhs8, 250.000, 260.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
E6HdMu2C-gU, 80.000, 90.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
E6Jp0Er9Wno, 19.000, 29.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
E6_P6rJshWU, 80.000, 90.000, "/m/03m9d0z,/t/dd00092"
E6byVk0PS3s, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
E6gNCSTeeIY, 30.000, 40.000, "/m/032s66,/m/04zjc"
E6nFX79K4BM, 30.000, 40.000, "/m/03m9d0z"
E71_yAMLFGs, 20.000, 30.000, "/m/03m9d0z"
E7uyG5ASmIc, 3.000, 13.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
E86XpD4NOXs, 2.000, 12.000, "/m/014zdl,/m/04rlf,/m/07qsvvw"
E8rGpWZVYtI, 120.000, 130.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
E8snuH1zsy0, 100.000, 110.000, "/m/032s66"
E910Xh7xMDw, 90.000, 100.000, "/m/034srq,/m/03m9d0z,/t/dd00092"
E9LzK-i6yoU, 110.000, 120.000, "/m/032s66,/m/04zjc"
E9Qo7dGtiMU, 30.000, 40.000, "/m/03m9d0z"
E9Wz-JhrTpw, 30.000, 40.000, "/m/06mb1,/t/dd00038"
E9Xy_n0jK8Y, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
E9peMskZBgQ, 11.000, 21.000, "/m/014zdl,/m/04rlf"
E9ugxbkDBsE, 340.000, 350.000, "/m/06mb1,/m/07yv9,/m/09x0r,/m/0k4j"
EA07fXC7e8w, 300.000, 310.000, "/m/032s66"
EATTTKX3BDI, 200.000, 210.000, "/m/06mb1"
EAV8-QnJiUY, 260.000, 270.000, "/m/032s66,/m/09x0r"
EApc7YodKGg, 11.000, 21.000, "/m/03m9d0z,/t/dd00092"
EBC4O9aoyLA, 460.000, 470.000, "/m/02z32qm,/m/032s66"
ECTdiZozMRE, 170.000, 180.000, "/m/03m9d0z,/t/dd00092"
ECqpbqbT3UA, 17.000, 27.000, "/m/03m9d0z,/t/dd00092"
EDL3jstkJy4, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EDXcIxcbSnM, 450.000, 460.000, "/m/01g50p,/m/03m9d0z,/m/06d_3,/m/07jdr,/m/07yv9,/m/09x0r"
EDeWEQflccc, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EEIImp5KNE4, 22.000, 32.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
EEXGPz1GrZY, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
EEhyZMlVxI8, 19.000, 29.000, "/m/06mb1"
EEviOOq7z4Y, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
EF6tf-DDVdQ, 360.000, 370.000, "/m/032s66,/m/073cg4"
EFOl58piOzw, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
EFReMzXoOzY, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EFYtZeM7Hik, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EFwtt-00xro, 150.000, 160.000, "/m/032s66,/m/0_1c"
EG9sliRXtKQ, 10.000, 20.000, "/m/03m9d0z,/t/dd00092"
EGfVg22gFTA, 21.000, 31.000, "/m/03m9d0z,/t/dd00092"
EH2hUag4nwc, 30.000, 40.000, "/m/06mb1"
EHDuJ5Q-Igs, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07pxg6y,/m/07qsvvw,/m/09x0r"
EHM4lGrN4Tk, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EHxB_L4xLDk, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
EIP_Aenuvzs, 30.000, 40.000, "/m/0ngt1"
EIT7YAGgMlE, 310.000, 320.000, "/m/032s66"
EIcskUnWXyg, 10.000, 20.000, "/m/03m9d0z,/t/dd00092"
EIndp5ZIQxc, 28.000, 38.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
EJ27Qj6mLeU, 15.000, 25.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
EJ3qyWD5rFU, 0.000, 10.000, "/m/032s66"
EJ7wDocRUzk, 0.000, 4.000, "/m/014zdl,/m/09x0r"
EJQFi-6davo, 170.000, 180.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
EKF7OjlpNqg, 30.000, 40.000, "/m/06mb1,/m/0ngt1,/t/dd00038"
EKMJ0t9_osc, 30.000, 40.000, "/m/03m9d0z"
EKXpdHlTp6o, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
EKegMctj50s, 220.000, 230.000, "/m/02z32qm,/m/032s66"
EKu0GUdah9M, 110.000, 120.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
EKxwAaReGpY, 28.000, 38.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
EKzEYL5rb8M, 470.000, 480.000, "/m/032s66"
ELHiuoVICjw, 30.000, 40.000, "/m/032s66"
ELRmNTT1XM0, 330.000, 340.000, "/m/03m9d0z,/t/dd00092"
ELv3zeT-GjE, 30.000, 40.000, "/m/03kmc9,/m/03m9d0z"
EMBzFQysYzc, 6.000, 16.000, "/m/014zdl,/m/07qsvvw"
EMtIMhwkgRU, 30.000, 40.000, "/m/06mb1,/t/dd00038"
ENI09p1Z8VQ, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/t/dd00092"
ENZQLnCEMh0, 390.000, 400.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EO0iTL39_y0, 7.000, 17.000, "/m/03m9d0z,/t/dd00092"
EOZMDE4mYfc, 440.000, 450.000, "/m/03m9d0z,/t/dd00092"
EOpKH_RBspg, 30.000, 40.000, "/m/032s66"
EOzHmIKinRE, 0.000, 10.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
EP2GegCKbFw, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EP4glrsvAnU, 59.000, 69.000, "/m/032s66"
EPHbMgjtAjs, 11.000, 21.000, "/m/032s66,/m/0_1c"
EQVH-DP9WzA, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
EQo7n0WQ-sw, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EQstlNoPw4Y, 70.000, 80.000, "/m/03m9d0z,/t/dd00092"
ER36IuyTtkU, 10.000, 20.000, "/m/0ngt1"
ER6LxQBDpCg, 0.000, 10.000, "/m/014zdl,/m/039jq"
ER9i-Xkjd2Q, 130.000, 140.000, "/m/03m9d0z,/t/dd00092"
ERR_jPFTG9A, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
ERcTDA0vcX8, 160.000, 170.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
ERfCd5axxy0, 490.000, 500.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
ERhlHDE_BWU, 19.000, 29.000, "/m/032s66"
ES6uOsjPUoA, 130.000, 140.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
ES8tYo6IYOg, 1.000, 11.000, "/m/032s66"
ESDLU5YaAKI, 30.000, 40.000, "/m/026fgl,/m/03m9d0z,/m/0f8s22"
ESgnoz1IrOg, 30.000, 40.000, "/m/06mb1"
ETDD8XQKi00, 360.000, 370.000, "/m/032s66"
ETFsHYfMQS0, 30.000, 40.000, "/m/06mb1"
ETd8OCXVvkM, 90.000, 100.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
ETpkWxPm_D4, 150.000, 160.000, "/m/03m9d0z"
EUIRwzYmn3U, 160.000, 170.000, "/m/03m9d0z,/m/07yv9,/m/09ct_"
EUMOhZmqcVM, 10.000, 20.000, "/m/014zdl,/m/07qsvvw"
EVuvZVcAlRU, 26.000, 36.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
EWHg-RgMFOc, 0.000, 7.000, "/m/014zdl,/m/07qsvvw"
EWVGhz3jUsA, 26.000, 36.000, "/m/03m9d0z,/t/dd00092"
EWXmPcyQPWA, 190.000, 200.000, "/m/06mb1"
EX45nYB25tM, 60.000, 70.000, "/m/03m9d0z,/t/dd00092"
EXJzGSymm5A, 20.000, 30.000, "/m/014zdl,/m/09x0r"
EXKTBJfsvWA, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EXOvgKdZOuQ, 19.000, 29.000, "/m/014zdl"
EXUPkuuwB4w, 70.000, 80.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
EYHeZElhyGA, 90.000, 100.000, "/m/06mb1"
EYly3MQK4Rc, 270.000, 280.000, "/m/03m9d0z,/t/dd00129"
EZa85PujIZM, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
E_HbcvqSGS0, 14.000, 24.000, "/m/03m9d0z,/t/dd00092"
E__SrkG0dvQ, 190.000, 200.000, "/m/012n7d,/m/02_41,/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/03m9d0z,/t/dd00092"
EaPsmPsuiyE, 0.000, 10.000, "/m/03m9d0z,/t/dd00092"
EaiK6VMberI, 190.000, 200.000, "/m/032s66,/m/04zjc"
EaymAhvMehc, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EbBnmvUFhEw, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
EbPlr_r_yWk, 40.000, 50.000, "/m/01w250,/m/03m9d0z,/t/dd00092"
EbrWhAx0-ac, 300.000, 310.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
EbvNLlfy6Iw, 20.000, 30.000, "/m/03m9d0z,/t/dd00092"
Ebwts5KFBrM, 100.000, 110.000, "/m/03m9d0z,/t/dd00092"
EcXqC-0Z8i8, 160.000, 170.000, "/m/032s66,/m/04zjc"
EccgQj1WV6M, 30.000, 40.000, "/m/06mb1"
EceTXdSa6cU, 10.000, 20.000, "/m/014zdl"
Ed6PU7xVfvw, 4.000, 14.000, "/m/03m9d0z,/t/dd00092"
EdYH2M7CJN4, 370.000, 380.000, "/m/032s66"
EdazskPLBJI, 350.000, 360.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EdiBQ0822jQ, 80.000, 90.000, "/m/02_41,/m/03m9d0z"
EdqnES4Axqo, 260.000, 270.000, "/m/032s66,/m/073cg4"
Ee5cf51TYnA, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/m/05kq4,/m/07yv9,/m/09x0r"
EeCNPdulD00, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
EeabJNTmJHQ, 20.000, 30.000, "/m/032s66"
EelcQ74gbCU, 2.000, 12.000, "/m/014zdl,/m/04rlf,/m/07pxg6y,/m/07qsvvw,/m/09x0r"
EemysqxoLKY, 14.000, 24.000, "/m/014zdl"
EezGnSpoxQw, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
Ef0fkv5hlog, 30.000, 40.000, "/m/014zdl,/m/09x0r"
Ef7f4BoDuSw, 240.000, 250.000, "/m/03m9d0z,/t/dd00092"
EfDzm5wWWlo, 220.000, 230.000, "/m/034srq,/m/03m9d0z,/t/dd00092"
Eg9MhSGd3z4, 70.000, 80.000, "/m/032s66,/m/04zjc"
EgMajX9XFF0, 0.000, 10.000, "/m/026fgl,/m/03m9d0z,/m/0f8s22,/t/dd00092"
EgYoCbmrBaU, 420.000, 430.000, "/m/032s66"
Eh2Dxn8HvPU, 0.000, 9.000, "/m/014zdl"
EhVm3y8dJgU, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
EhWLeVrU3fk, 0.000, 9.000, "/m/014zdl"
EhaOs2PnkeM, 440.000, 450.000, "/m/06mb1,/m/09x0r"
Ehi52sUT9Rs, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
Ei4pWssQ_HE, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EiEfQDiyG-8, 4.000, 14.000, "/m/014zdl,/m/04rlf"
Eik110jx77Q, 110.000, 120.000, "/m/03m9d0z,/t/dd00092"
Ej2E6OZFxdo, 190.000, 200.000, "/m/03m9d0z,/t/dd00092"
Ej5GEFV5omo, 270.000, 280.000, "/m/03m9d0z,/t/dd00092"
EjJgxU77aug, 30.000, 40.000, "/m/03m9d0z"
EjmVtsy_AvA, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
Ejorvit0gBg, 230.000, 240.000, "/m/06mb1,/m/0jb2l"
Ek7G4PuWets, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
Ek7nHiwq8kg, 110.000, 120.000, "/m/06mb1,/t/dd00038"
Ek9K_KReiIo, 150.000, 160.000, "/m/03m9d0z,/t/dd00092"
EkBUAZR_CRg, 20.000, 30.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
EkdDFgQPzJo, 190.000, 200.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
Ekm8xTqHSv4, 250.000, 260.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EkwFwua8DD8, 30.000, 40.000, "/m/014zdl,/m/02rlv9,/m/07qsvvw"
ElJJN0CaDqE, 30.000, 40.000, "/m/032s66"
Eliie6MWZ-I, 220.000, 230.000, "/m/03m9d0z,/t/dd00092"
ElltBvgcZuI, 80.000, 90.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
ElvIv5FtSS4, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
Em1Mpvkqr5Y, 15.000, 25.000, "/m/032s66"
Emu4OI5HcME, 20.000, 30.000, "/m/014zdl"
EmyiJq3UOO4, 10.000, 20.000, "/m/06mb1,/t/dd00038"
En9oYACag-I, 0.000, 8.000, "/m/014zdl,/m/07qsvvw"
EnCx27bUerY, 30.000, 40.000, "/m/06mb1"
EnmapWMJ6hk, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z"
Enq_-BoIpcg, 70.000, 80.000, "/m/03m9d0z,/t/dd00092"
EnrmGRWO9t0, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/09x0r"
Eo80iY1kW84, 330.000, 340.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
EoFqQuYmUtE, 40.000, 50.000, "/m/032s66,/m/04zjc"
EoL-JceU0Wo, 250.000, 260.000, "/m/032s66"
EoVFr7hOef8, 11.000, 21.000, "/m/014zdl"
EobZAHQ-nDU, 50.000, 60.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EopFmrXtm-s, 15.000, 25.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
Ep72tyiL3as, 1.000, 11.000, "/m/0ngt1"
EpJz3BgLDMw, 80.000, 90.000, "/m/032s66,/m/073cg4"
EpPelu25ihI, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
EpjA5BwIS-k, 40.000, 50.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
Epm485J3b58, 30.000, 40.000, "/m/06mb1,/t/dd00038"
EqKWXPOLUdQ, 0.000, 10.000, "/m/032s66"
EqMBoWgqA30, 0.000, 10.000, "/m/03m9d0z,/t/dd00092"
EqRkP1ssfgI, 30.000, 40.000, "/m/0ngt1"
EqT8Rqb8ytI, 110.000, 120.000, "/m/03m9d0z,/t/dd00092"
EqnFu_gIw_s, 0.000, 10.000, "/m/03m9d0z,/t/dd00092"
EqwGFL_t0LM, 5.000, 15.000, "/m/014zdl,/m/09x0r"
EqxpT59OinQ, 90.000, 100.000, "/m/032s66,/m/04zjc"
Er7EWTthKj0, 30.000, 40.000, "/m/06mb1,/t/dd00038"
ErFvZ2KrAC8, 100.000, 110.000, "/m/032s66"
ErO2Il-BVQY, 60.000, 70.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
ErYz-dQRdQU, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
ErfBnXJE9AI, 10.000, 20.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
ErjStr8D1H8, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EruYCQjmohs, 140.000, 150.000, "/m/03m9d0z"
EsFj9PbDJH0, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
EsGgEsFL1xQ, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
EsY2P2CB6xI, 0.000, 10.000, "/m/032s66,/m/04zjc"
Esdh1T3X79A, 570.000, 580.000, "/m/03m9d0z,/t/dd00092"
Esgyjs9CzmQ, 140.000, 150.000, "/m/0jb2l,/m/0ngt1"
EsplkAp-5zk, 30.000, 40.000, "/m/032s66"
Esso31xYJ3A, 150.000, 160.000, "/m/03m9d0z,/t/dd00092"
Et0Mwztdx4Y, 270.000, 280.000, "/m/032s66,/m/04rlf"
EtCBfB8oI_Y, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
EtDos7qD9Tk, 10.000, 20.000, "/m/032s66,/m/09x0r"
EtF6TUYfj8c, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EtGD8G8Nnk0, 19.000, 29.000, "/m/032s66"
EtMhyf8s81M, 0.000, 10.000, "/m/015p6,/m/03m9d0z,/m/09b5t,/m/09x0r"
EtPKxOLiCQA, 190.000, 200.000, "/m/032s66,/m/04zjc"
EtUGmJ6rbQA, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EtYcuHmNP3w, 60.000, 70.000, "/m/032s66,/m/04rlf"
EtcVb_i9Ceo, 30.000, 40.000, "/m/032s66,/m/0_1c"
EtelmEYqI48, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EtrE6J8lRTQ, 50.000, 60.000, "/m/032s66,/m/073cg4"
Eu-OLgQhEBE, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
EuUWYOB4cDM, 30.000, 40.000, "/m/03m9d0z,/m/07yv9,/m/0btp2,/m/0g6b5"
EugBY5gthVE, 150.000, 160.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EutxOGOnkJo, 28.000, 38.000, "/m/032s66,/m/0_1c"
Euuy2GaBs-I, 130.000, 140.000, "/m/034srq,/m/03m9d0z,/t/dd00092"
EuyH1RqK5wQ, 30.000, 40.000, "/m/06mb1"
EuyXfM_1wqU, 220.000, 230.000, "/m/014zdl,/m/04rlf,/m/07qqyl4"
EvONkDObszE, 180.000, 190.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EvSs4o7bhsg, 270.000, 280.000, "/m/03m9d0z,/t/dd00092"
Evkh9s7snhI, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
EvkspFMHX9I, 10.000, 20.000, "/m/03m9d0z,/t/dd00092"
Evo1CVYp7Jk, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
Ew3wehHO3wo, 510.000, 520.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
Ew9O0R7ZsCo, 30.000, 40.000, "/m/06mb1"
ExbZfhvYlsA, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z"
Exs5sJyiOYc, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
EyAiokgTSxc, 20.000, 30.000, "/m/03m9d0z,/t/dd00092"
EyWEM2JDrLc, 230.000, 240.000, "/m/032s66,/m/073cg4,/m/0dl83"
F-7TL_GH4nU, 29.000, 39.000, "/m/06mb1,/t/dd00038"
F-AxyjDzcAY, 20.000, 30.000, "/m/032s66,/t/dd00129"
F-NGMqnBoHg, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
F-QrTsTXfVU, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
F-c4OZUvZGo, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
F0BLYV-5bW4, 430.000, 440.000, "/m/06mb1"
F0ContZ1NVw, 4.000, 14.000, "/m/03m9d0z,/t/dd00092"
F0qwtsWaXSA, 360.000, 370.000, "/m/032s66"
F185ouB5rwY, 0.000, 10.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
F287GnjanRw, 25.000, 35.000, "/m/014zdl,/m/09x0r"
F2CvtjELOUA, 0.000, 10.000, "/m/014zdl,/m/07qsvvw"
F2SA6tq_0Lk, 40.000, 50.000, "/m/014zdl,/m/07qqyl4"
F2xcdK7K39Q, 15.000, 25.000, "/m/014zdl"
F3BvTiDsUSM, 50.000, 60.000, "/m/03m9d0z,/t/dd00092"
F3EsxKczmg8, 20.000, 30.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
F3LCNJT1V4Y, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
F3aGcWAgdSM, 290.000, 300.000, "/m/03m9d0z,/t/dd00128"
F3zOnohscGI, 19.000, 29.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
F4MPTYtdX5M, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/m/07yv9,/m/0hsrw"
F4cLvvgGfXA, 220.000, 230.000, "/m/03m9d0z"
F4eBRfo2Yrc, 14.000, 24.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
F4hEXwukc2M, 30.000, 40.000, "/m/032s66,/m/0_1c"
F4txUzQDb2Q, 20.000, 30.000, "/m/06mb1,/t/dd00038"
F56O-IXyI2k, 550.000, 560.000, "/m/032s66,/m/04zjc"
F6LRxyvPZWY, 2.000, 12.000, "/m/03m9d0z,/t/dd00092"
F6LydUtUPMQ, 90.000, 100.000, "/m/03m9d0z,/t/dd00092"
F6e5EjsvBAA, 30.000, 40.000, "/m/032s66"
F6jOgKeQfTI, 50.000, 60.000, "/m/032s66,/m/04zjc"
F6l6_8lv7cw, 20.000, 30.000, "/m/03m9d0z,/t/dd00092"
F6pK87JZmtQ, 30.000, 40.000, "/m/06mb1,/t/dd00038"
F6pgiTYifGs, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
F6r7uWGqD9c, 30.000, 40.000, "/m/03m9d0z,/m/05kq4,/m/07yv9,/m/0btp2,/m/0k4j"
F7A2QCwzQkw, 10.000, 20.000, "/m/03m9d0z,/m/09x0r"
F7PNSyAfCjk, 150.000, 160.000, "/m/03m9d0z,/t/dd00092"
F7i49_-B0Fk, 15.000, 25.000, "/m/06mb1,/t/dd00038"
F7n6PiYC8nY, 0.000, 10.000, "/m/04rlf,/m/06mb1,/m/0jb2l"
F7xHEluDaYk, 30.000, 40.000, "/m/03m9d0z,/m/09x0r"
F8cJY1lNkbk, 0.000, 5.000, "/m/032s66,/m/04zjc"
F8cfgyMd8b0, 30.000, 40.000, "/m/06mb1"
F95BJzq78Es, 30.000, 40.000, "/m/032s66,/m/04zjc"
F9VqO-sbphE, 0.000, 10.000, "/m/014zdl,/m/04rlf"
F9X7dxab5-Q, 30.000, 40.000, "/m/032s66"
F9iZPVj3MVY, 110.000, 120.000, "/m/03m9d0z,/m/07yv9"
F9kDti7bPFQ, 80.000, 90.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
F9nogvHaB88, 0.000, 10.000, "/m/03kmc9,/m/03m9d0z,/m/0dgbq"
FA-KXf9nqL4, 150.000, 160.000, "/m/03m9d0z,/t/dd00092"
FAD8Vg3EOyc, 10.000, 20.000, "/m/032s66"
FAGmm-dNfnw, 30.000, 40.000, "/m/032s66,/m/04zjc"
FAGzS08lVNk, 80.000, 90.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
FAYRXclSJE8, 50.000, 60.000, "/m/014zdl,/m/02z32qm,/m/032s66,/m/0c1dj"
FB1i3gjtyXU, 140.000, 150.000, "/m/03m9d0z,/m/09x0r"
FB3G0Peonfk, 250.000, 260.000, "/m/03m9d0z,/m/09x0r"
FBNOsEVjCew, 2.000, 12.000, "/m/03m9d0z,/t/dd00092"
FBoBy_vJwQY, 0.000, 5.000, "/m/014zdl,/m/07qsvvw"
FBqCc1KRgY0, 90.000, 100.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
FBxSriGVvbY, 30.000, 40.000, "/m/032s66,/m/0_1c"
FC-9Yjq5hiA, 7.000, 17.000, "/m/014zdl,/m/07pxg6y"
FCEs7mWD99A, 280.000, 290.000, "/m/014zdl"
FCPHi6SSm2c, 8.000, 18.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
FCYHOedKJUw, 7.000, 17.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
FCjqkFUF6xI, 490.000, 500.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
FCrxAqxcq28, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
FCtJs4O5Vaw, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
FD6AA6Yx0Bg, 30.000, 40.000, "/m/06mb1,/t/dd00038"
FD8KHZL4pgo, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
FDCQb9z-CGI, 20.000, 30.000, "/m/012f08,/m/06mb1,/m/07yv9,/m/0k4j"
FDNH6zj8yKQ, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
FDX8g-MsIqU, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
FDfBtNQIRRk, 270.000, 280.000, "/m/032s66"
FEZT5WIgXoU, 110.000, 120.000, "/m/032s66,/m/04zjc"
FF3sYCq6jRo, 0.000, 10.000, "/m/03m9d0z,/t/dd00092"
FF5ZT_sdkYE, 6.000, 16.000, "/m/032s66,/m/04zjc"
FFBRhK2nxQ8, 60.000, 70.000, "/m/06mb1,/t/dd00038"
FFFG5d5EESE, 14.000, 24.000, "/m/03m9d0z,/t/dd00092"
FFX1n9DUqVU, 380.000, 390.000, "/m/03m9d0z,/t/dd00092"
FFXkd3hBdCs, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
FG4aZ9uAEzg, 30.000, 40.000, "/m/014zdl,/m/04rlf"
